Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.88, 2017)",Months,SIR_2015,Notes
2017,California,Clostridium difficile Infection (CDI),140000797,Stanford Health Care - ValleyCare,Alameda,Acute Care Hospital,Community (125-250 Beds),24,19.93,28915,1.2,0.79,1.77,Same,No,12,1.62,"* Hospitals reported combined data, see Data Dictionary"
2017,California,Clostridium difficile Infection (CDI),140000118,Washington Hospital,Alameda,Acute Care Hospital,Community (>250 Beds),57,40.43,60123,1.41,1.08,1.81,Worse,No,12,1.73,
2017,California,Clostridium difficile Infection (CDI),030000108,Sutter Amador Hospital,Amador,Acute Care Hospital,Community (<125 Beds),4,8.39,8694,0.48,0.15,1.15,Same,Yes,12,0.88,
2017,California,Clostridium difficile Infection (CDI),230000005,Adventist Health Feather River,Butte,Acute Care Hospital,Community (<125 Beds),14,8.56,11772,1.64,0.93,2.68,Same,No,9,1.9,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),230000013,"Enloe Medical Center, Esplanade",Butte,Acute Care Hospital,Community (>250 Beds),77,58.29,74226,1.32,1.05,1.64,Worse,No,12,0.94,
2017,California,Clostridium difficile Infection (CDI),230000405,Enloe Rehabilitation Center,Butte,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,2.03,7052,0,0,1.48,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),230000001,Orchard Hospital,Butte,Critical Access Hospital,Critical Access,0,0.46,1303,0,0,8.1,Same,Yes,12,,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),230000014,Oroville Hospital,Butte,Acute Care Hospital,Community (125-250 Beds),18,24.43,43962,0.74,0.45,1.14,Same,Yes,12,0.45,
2017,California,Clostridium difficile Infection (CDI),030000120,Mark Twain Medical Center,Calaveras,Critical Access Hospital,Critical Access,1,0.75,3407,1.33,0.03,7.41,Same,No,12,0.64,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),140000195,Contra Costa Regional Medical Center,Contra Costa,Acute Care Hospital,Community (125-250 Beds),11,16.03,35142,0.69,0.36,1.19,Same,Yes,12,1.12,
2017,California,Clostridium difficile Infection (CDI),140000196,"John Muir Medical Center, Concord Campus",Contra Costa,Acute Care Hospital,Major Teaching,41,41.12,52270,1,0.73,1.34,Same,No,12,1.15,
2017,California,Clostridium difficile Infection (CDI),140000187,"John Muir Medical Center, Walnut Creek Campus",Contra Costa,Acute Care Hospital,Major Teaching,61,70.64,82936,0.86,0.67,1.1,Same,Yes,12,1.04,
2017,California,Clostridium difficile Infection (CDI),140000187,"John Muir Medical Center, Walnut Creek Campus, Rehabilitation Unit",Contra Costa,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.74,7251,0.27,0.01,1.32,Same,Yes,12,0.23,
2017,California,Clostridium difficile Infection (CDI),630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),10,16.53,27119,0.61,0.31,1.08,Same,Yes,12,1.25,
2017,California,Clostridium difficile Infection (CDI),140000191,"Kaiser Foundation Hospital, Richmond Campus",Contra Costa,Acute Care Hospital,Community (<125 Beds),6,7.25,15124,0.83,0.34,1.72,Same,Yes,12,,
2017,California,Clostridium difficile Infection (CDI),140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),40,36.93,50318,1.08,0.78,1.46,Same,No,12,1.42,
2017,California,Clostridium difficile Infection (CDI),140000704,San Ramon Regional Medical Center,Contra Costa,Acute Care Hospital,Community (<125 Beds),1,6.99,18085,0.14,0.01,0.71,Better,Yes,12,1.94,"* Hospitals reported combined data, see Data Dictionary"
2017,California,Clostridium difficile Infection (CDI),140000016,Sutter Delta Medical Center,Contra Costa,Acute Care Hospital,Community (125-250 Beds),19,14.24,28258,1.33,0.83,2.05,Same,No,12,1.09,
2017,California,Clostridium difficile Infection (CDI),110000049,Sutter Coast Hospital,Del Norte,Acute Care Hospital,Community (<125 Beds),5,3.81,7470,1.31,0.48,2.91,Same,No,12,4.13,
2017,California,Clostridium difficile Infection (CDI),110000049,"Sutter Coast Hospital, Rehabilitation Unit",Del Norte,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.65,2058,1.54,0.04,8.6,Same,No,12,,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),030000114,Barton Memorial Hospital,El Dorado,Acute Care Hospital,Community (<125 Beds),0,2.17,6527,0,0,1.38,Same,Yes,12,1,
2017,California,Clostridium difficile Infection (CDI),030000121,Marshall Medical Center,El Dorado,Acute Care Hospital,Community (<125 Beds),25,28.84,21275,0.87,0.57,1.26,Same,Yes,12,1.1,
2017,California,Clostridium difficile Infection (CDI),040000124,Adventist Health Reedley,Fresno,Acute Care Hospital,Community (<125 Beds),0,1.12,4257,0,0,2.67,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),040000122,Adventist Health Selma,Fresno,Acute Care Hospital,Community (<125 Beds),0,1.85,5964,0,0,1.62,Same,Yes,12,1.36,
2017,California,Clostridium difficile Infection (CDI),040000095,Clovis Community Medical Center,Fresno,Acute Care Hospital,Community (125-250 Beds),39,39.07,62577,1,0.72,1.35,Same,No,12,1,
2017,California,Clostridium difficile Infection (CDI),040000096,Coalinga Regional Medical Center,Fresno,Acute Care Hospital,Community (<125 Beds),0,0.07,375, , , ,,,12,,
2017,California,Clostridium difficile Infection (CDI),040000101,Community Regional Medical Center,Fresno,Acute Care Hospital,Major Teaching,120,127.92,171475,0.94,0.78,1.12,Same,No,12,1.17,
2017,California,Clostridium difficile Infection (CDI),040000101,"Community Regional Medical Center, Rehabilitation Unit",Fresno,Rehabilitation Hospital or Unit,Rehabilitation Unit,6,4.61,8933,1.3,0.53,2.71,Same,No,12,0.41,
2017,California,Clostridium difficile Infection (CDI),040001397,Fresno Heart and Surgical Hospital,Fresno,Acute Care Hospital,Community (<125 Beds),8,5.23,11660,1.53,0.71,2.9,Same,No,12,2.11,
2017,California,Clostridium difficile Infection (CDI),040000254,Fresno Surgical Hospital,Fresno,Acute Care Hospital,Community (<125 Beds),0,0.47,3167,0,0,7.79,Same,Yes,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),040000949,"Kaiser Foundation Hospital, Fresno",Fresno,Acute Care Hospital,Community (125-250 Beds),12,19.49,30851,0.62,0.33,1.05,Same,Yes,12,1.11,
2017,California,Clostridium difficile Infection (CDI),040000126,Saint Agnes Medical Center,Fresno,Acute Care Hospital,Community (>250 Beds),55,71.39,99305,0.77,0.59,1,Same,Yes,12,0.58,
2017,California,Clostridium difficile Infection (CDI),040000613,San Joaquin Valley Rehabilitation Hospital,Fresno,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,8.24,17826,0,0,0.36,Better,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),040000129,Valley Children's Hospital,Madera,Acute Care Hospital,Pediatric,32,24.22,53792,1.32,0.92,1.84,Same,No,12,0.98,
2017,California,Clostridium difficile Infection (CDI),230000006,Glenn Medical Center,Glenn,Critical Access Hospital,Critical Access,0,0.33,1494,0,0,11.18,Same,Yes,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),110000057,Jerold Phelps Community Hospital,Humboldt,Critical Access Hospital,Critical Access,0,0.35,1570,0,0,10.64,Same,Yes,12,,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),110000021,Mad River Community Hospital,Humboldt,Acute Care Hospital,Community (<125 Beds),0,2.6,8773,0,0,1.15,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),110000045,Redwood Memorial Hospital,Humboldt,Critical Access Hospital,Critical Access,1,1.14,5178,0.87,0.04,4.31,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),110000067,"St. Joseph Hospital, Eureka",Humboldt,Acute Care Hospital,Community (125-250 Beds),9,14.27,32223,0.63,0.31,1.16,Same,Yes,12,1.4,
2017,California,Clostridium difficile Infection (CDI),110000069,The General Hospital,Humboldt,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,2,0.85,2528,2.36,0.29,8.53,Same,No,12,2.62,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),090000040,El Centro Regional Medical Center,Imperial,Acute Care Hospital,Community (<125 Beds),4,11.9,21611,0.34,0.11,0.81,Better,Yes,12,1.1,
2017,California,Clostridium difficile Infection (CDI),090000146,Pioneers Memorial Healthcare District,Imperial,Acute Care Hospital,Community (<125 Beds),12,11.68,18422,1.03,0.56,1.75,Same,No,12,1.35,
2017,California,Clostridium difficile Infection (CDI),240000037,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,1,1.31,3320,0.76,0.04,3.76,Same,Yes,12,0.63,
2017,California,Clostridium difficile Infection (CDI),240000102,Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0,0, , , ,,,1,,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),120000411,Adventist Health Bakersfield,Kern,Acute Care Hospital,Community (>250 Beds),34,50.46,71757,0.67,0.47,0.93,Better,Yes,12,1.13,
2017,California,Clostridium difficile Infection (CDI),120000413,Adventist Health Tehachapi Valley,Kern,Critical Access Hospital,Critical Access,0,0.88,3989,0,0,4.19,Same,Yes,12,0.63,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),120001330,Bakersfield Heart Hospital,Kern,Acute Care Hospital,Community (<125 Beds),6,7.34,11962,0.82,0.33,1.7,Same,Yes,12,0.59,
2017,California,Clostridium difficile Infection (CDI),120000338,Bakersfield Memorial Hospital,Kern,Acute Care Hospital,Community (>250 Beds),18,40.05,54979,0.45,0.28,0.7,Better,Yes,12,0.96,
2017,California,Clostridium difficile Infection (CDI),120000336,Delano Regional Medical Center,Kern,Acute Care Hospital,Community (<125 Beds),0,3.52,8668,0,0,0.85,Better,Yes,12,2.66,
2017,California,Clostridium difficile Infection (CDI),120000319,"Good Samaritan Hospital, Bakersfield",Kern,Acute Care Hospital,Community (<125 Beds),2,1.46,6657,1.37,0.23,4.51,Same,No,12,0.6,
2017,California,Clostridium difficile Infection (CDI),120000555,Healthsouth Bakersfield Rehabilitation Hospital,Kern,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,7,6.72,23772,1.04,0.46,2.06,Same,No,12,0.51,
2017,California,Clostridium difficile Infection (CDI),120000342,Kern Medical Center,Kern,Acute Care Hospital,Major Teaching,14,21.85,39606,0.64,0.37,1.05,Same,Yes,12,0.43,
2017,California,Clostridium difficile Infection (CDI),120000344,Kern Valley Healthcare District,Kern,Critical Access Hospital,Critical Access,0,1.09,3249,0,0,2.75,Same,Yes,12,1.41,
2017,California,Clostridium difficile Infection (CDI),120000404,Mercy Hospital,Kern,Acute Care Hospital,Community (<125 Beds),14,14.12,20145,0.99,0.56,1.62,Same,No,12,0.75,
2017,California,Clostridium difficile Infection (CDI),120000701,Mercy Southwest Hospital,Kern,Acute Care Hospital,Community (<125 Beds),13,13.32,21989,0.98,0.54,1.63,Same,No,12,0.62,
2017,California,Clostridium difficile Infection (CDI),120000409,Ridgecrest Regional Hospital,Kern,Critical Access Hospital,Critical Access,5,3.09,6797,1.62,0.59,3.59,Same,No,12,1.09,
2017,California,Clostridium difficile Infection (CDI),630012960,Adventist Health Hanford,Kings,Acute Care Hospital,Community (125-250 Beds),24,25.17,38890,0.95,0.63,1.4,Same,No,12,0.85,
2017,California,Clostridium difficile Infection (CDI),110000044,Adventist Health Clearlake,Lake,Critical Access Hospital,Critical Access,0,1.11,5004,0,0,2.71,Same,Yes,12,0.69,
2017,California,Clostridium difficile Infection (CDI),110000019,Sutter Lakeside Hospital,Lake,Critical Access Hospital,Critical Access,2,3.08,6787,0.65,0.11,2.14,Same,Yes,12,3.09,
2017,California,Clostridium difficile Infection (CDI),230000008,Banner Lassen Medical Center,Lassen,Critical Access Hospital,Critical Access,2,1.02,3658,1.96,0.33,6.46,Same,No,12,0,
2017,California,Clostridium difficile Infection (CDI),930000059,Adventist Health Glendale,Los Angeles,Acute Care Hospital,Community (>250 Beds),31,51.93,72943,0.6,0.41,0.84,Better,Yes,12,1.04,
2017,California,Clostridium difficile Infection (CDI),930000059,"Adventist Health Glendale, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,2.78,6583,1.44,0.46,3.48,Same,No,12,1.04,
2017,California,Clostridium difficile Infection (CDI),930000191,Adventist Health White Memorial,Los Angeles,Acute Care Hospital,Major Teaching,30,52.87,73883,0.57,0.39,0.8,Better,Yes,12,1.15,
2017,California,Clostridium difficile Infection (CDI),930000191,"Adventist Health White Memorial, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.56,3044,1.28,0.22,4.23,Same,No,12,1.62,
2017,California,Clostridium difficile Infection (CDI),930000005,Alhambra Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),14,18.77,20955,0.75,0.42,1.22,Same,Yes,12,1.17,
2017,California,Clostridium difficile Infection (CDI),930000005,"Alhambra Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.51,3993,0.8,0.13,2.64,Same,Yes,12,1,
2017,California,Clostridium difficile Infection (CDI),930000008,Antelope Valley Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),66,53.12,83959,1.24,0.97,1.57,Same,No,12,1.25,
2017,California,Clostridium difficile Infection (CDI),930000014,Barlow Respiratory Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,19,43.66,26215,0.44,0.27,0.67,Better,Yes,12,1.16,
2017,California,Clostridium difficile Infection (CDI),930000012,Beverly Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),36,25.47,37712,1.41,1.01,1.94,Worse,No,12,1.67,
2017,California,Clostridium difficile Infection (CDI),930000002,"California Hospital Medical Center, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,7,30.64,69027,0.23,0.1,0.45,Better,Yes,12,0.34,
2017,California,Clostridium difficile Infection (CDI),930000031,California Rehabilitation Institute,Los Angeles,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,13,13.8,24405,0.94,0.52,1.57,Same,No,12,,
2017,California,Clostridium difficile Infection (CDI),930000020,Casa Colina Hospital,Los Angeles,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,25,7.54,21712,3.31,2.19,4.82,Worse,No,12,1.36,
2017,California,Clostridium difficile Infection (CDI),930000013,Catalina Island Medical Center,Los Angeles,Critical Access Hospital,Critical Access,0,0.1,461, , , ,,,11,,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),930000004,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,99,139.88,253758,0.71,0.58,0.86,Better,Yes,12,1.36,
2017,California,Clostridium difficile Infection (CDI),930000022,Centinela Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),27,37.56,58431,0.72,0.48,1.03,Same,Yes,12,0.98,
2017,California,Clostridium difficile Infection (CDI),930000022,"Centinela Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.08,3317,0.96,0.16,3.17,Same,No,12,0.42,
2017,California,Clostridium difficile Infection (CDI),930000034,Children's Hospital Los Angeles,Los Angeles,Acute Care Hospital,Pediatric,60,37.67,92108,1.59,1.23,2.04,Worse,No,12,2.13,
2017,California,Clostridium difficile Infection (CDI),930000070,"Citrus Valley Medical Center, IC Campus",Los Angeles,Acute Care Hospital,Community (125-250 Beds),31,21.86,35198,1.42,0.98,1.99,Same,No,12,0.56,
2017,California,Clostridium difficile Infection (CDI),930000132,"Citrus Valley Medical Center, QV Campus",Los Angeles,Acute Care Hospital,Community (>250 Beds),26,35.69,49768,0.73,0.49,1.05,Same,Yes,12,0.26,
2017,California,Clostridium difficile Infection (CDI),930000132,"Citrus Valley Medical Center, QV Campus, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,1.6,3798,2.5,0.79,6.02,Same,No,12,2.18,
2017,California,Clostridium difficile Infection (CDI),930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),110,76.03,71734,1.45,1.2,1.74,Worse,No,12,1.25,
2017,California,Clostridium difficile Infection (CDI),930000038,Coast Plaza Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),7,5.76,12300,1.22,0.53,2.41,Same,No,12,0,
2017,California,Clostridium difficile Infection (CDI),930000114,College Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),6,14.92,25131,0.4,0.16,0.84,Better,Yes,12,0.46,
2017,California,Clostridium difficile Infection (CDI),930000082,Community Hospital Long Beach,Los Angeles,Acute Care Hospital,Community (<125 Beds),22,13.7,16649,1.61,1.03,2.39,Worse,No,12,1.25,
2017,California,Clostridium difficile Infection (CDI),930000040,Community Hospital of Huntington Park,Los Angeles,Acute Care Hospital,Community (<125 Beds),2,2.75,14531,0.73,0.12,2.4,Same,Yes,12,0.38,
2017,California,Clostridium difficile Infection (CDI),930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,Acute Care Hospital,Pediatric,12,17.27,49338,0.7,0.38,1.18,Same,Yes,12,0.95,
2017,California,Clostridium difficile Infection (CDI),930000053,East Los Angeles Doctors Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,6.02,14456,0.5,0.13,1.36,Same,Yes,12,0.5,
2017,California,Clostridium difficile Infection (CDI),930000054,Encino Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),5,6.4,10975,0.78,0.29,1.73,Same,Yes,9,1.02,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),930000056,Foothill Presbyterian Hospital - Johnston Memorial,Los Angeles,Acute Care Hospital,Community (<125 Beds),16,13.82,21521,1.16,0.69,1.84,Same,No,12,0.87,
2017,California,Clostridium difficile Infection (CDI),930000058,Garfield Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),37,28.6,45550,1.29,0.92,1.76,Same,No,12,1.48,
2017,California,Clostridium difficile Infection (CDI),930000058,"Garfield Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,3.07,5957,0.98,0.25,2.66,Same,No,12,3.03,
2017,California,Clostridium difficile Infection (CDI),930000093,Glendale Memorial Hospital and Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),22,32.93,43178,0.67,0.43,1,Same,Yes,12,1.25,
2017,California,Clostridium difficile Infection (CDI),930000093,"Glendale Memorial Hospital and Health Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.55,3560,1.29,0.22,4.27,Same,No,12,1.67,
2017,California,Clostridium difficile Infection (CDI),930000060,Glendora Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,6.81,14483,0.44,0.11,1.2,Same,Yes,12,0.95,
2017,California,Clostridium difficile Infection (CDI),930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Community (125-250 Beds),36,34.66,54308,1.04,0.74,1.42,Same,No,12,1.09,
2017,California,Clostridium difficile Infection (CDI),930000062,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),4,11.25,15265,0.36,0.11,0.86,Better,Yes,12,0.38,
2017,California,Clostridium difficile Infection (CDI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),39,40.36,46393,0.97,0.7,1.31,Same,No,12,0.95,
2017,California,Clostridium difficile Infection (CDI),930000063,"Henry Mayo Newhall Hospital, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.81,1856,1.23,0.03,6.87,Same,No,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),13,19.91,49542,0.65,0.36,1.09,Same,Yes,12,0.84,
2017,California,Clostridium difficile Infection (CDI),930000065,"Hollywood Presbyterian Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.75,4576,1.14,0.19,3.77,Same,No,12,0.56,
2017,California,Clostridium difficile Infection (CDI),930000026,Huntington Memorial Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),82,95.08,112770,0.86,0.69,1.07,Same,Yes,12,0.99,
2017,California,Clostridium difficile Infection (CDI),930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,Acute Care Hospital,Community (125-250 Beds),32,25.15,41647,1.27,0.89,1.78,Same,No,12,1.2,
2017,California,Clostridium difficile Infection (CDI),930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,Acute Care Hospital,Community (>250 Beds),49,52.82,71344,0.93,0.69,1.22,Same,No,12,1.14,
2017,California,Clostridium difficile Infection (CDI),930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,71,74.14,109594,0.96,0.75,1.2,Same,No,12,1.57,
2017,California,Clostridium difficile Infection (CDI),930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,Acute Care Hospital,Community (125-250 Beds),17,23.81,34116,0.71,0.43,1.12,Same,Yes,12,1.04,
2017,California,Clostridium difficile Infection (CDI),930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Community (>250 Beds),15,25.4,41972,0.59,0.34,0.95,Better,Yes,12,1.94,
2017,California,Clostridium difficile Infection (CDI),930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,Acute Care Hospital,Community (125-250 Beds),25,22.59,36056,1.11,0.73,1.61,Same,No,12,1.51,
2017,California,Clostridium difficile Infection (CDI),930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,Acute Care Hospital,Community (>250 Beds),20,20.63,33538,0.97,0.61,1.47,Same,No,12,1.44,
2017,California,Clostridium difficile Infection (CDI),930000912,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,46,46.62,79300,0.99,0.73,1.31,Same,No,12,1.43,
2017,California,Clostridium difficile Infection (CDI),930000912,"Keck Hospital of USC, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.5,5575,0,0,0.86,Better,Yes,12,0.99,
2017,California,Clostridium difficile Infection (CDI),930000144,"Kindred Hospital, Baldwin Park",Los Angeles,Long-term Acute Care Hospital,LTAC,19,28.56,25819,0.67,0.41,1.02,Same,Yes,12,0.93,
2017,California,Clostridium difficile Infection (CDI),930000089,"Kindred Hospital, La Mirada",Los Angeles,Long-term Acute Care Hospital,LTAC,35,18.39,19047,1.9,1.35,2.62,Worse,No,12,1.65,
